AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.435,3.986,1,6108,61,610823,Hengshan Xian,68698,68023,675,294674,153008,141666,108.01,291697,151218,140479,107.64,2977,1790,1187,150.8,4.29,294674,153008,141666,279961,145274,134687,11720,6027,5693,2339,1352,987,654,355,299,0,0,0,291760,152384,139376,279961,145274,134687,11145,6755,4390,654,355,299,0,0,0,3.82,4.43,3.15,14059,7379,6680,10053,5173,4880,491,255,236,3038,1772,1266,477,179,298,294020,152653,141367,271260,139410,131850,22760,13243,9517,7.74,8.68,6.73,294674,153008,141666,294646,152993,141653,3,1,2,10,7,3,1,0,1,0,0,0,1,0,1,7,4,3,0,0,0,3,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6263,6215,0.992335941
0.507,4.444,1,6108,61,610824,Jingbian Xian,66584,64696,1888,272836,141951,130885,108.45,264712,136579,128133,106.59,8124,5372,2752,195.2,4.09,272836,141951,130885,231307,119058,112249,36387,19978,16409,4692,2663,2029,448,251,197,2,1,1,241014,124766,116248,231307,119058,112249,9257,5456,3801,448,251,197,2,1,1,3.84,4.37,3.27,41079,22641,18438,26984,14489,12495,2691,1537,1154,9122,5373,3749,2282,1242,1040,272386,141699,130687,245671,126665,119006,26715,15034,11681,9.81,10.61,8.94,272836,141951,130885,272723,141889,130834,18,8,10,76,44,32,5,3,2,7,5,2,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296,12294,1.685032895
0.698,4.728,1,6108,61,610825,Dingbian Xian,69022,68179,843,285416,148387,137029,108.29,281679,145807,135872,107.31,3737,2580,1157,222.99,4.13,285416,148387,137029,256922,133021,123901,25432,13668,11764,1468,802,666,1591,893,698,3,3,0,270956,141297,129659,256922,133021,123901,12440,7380,5060,1591,893,698,3,3,0,4.59,5.22,3.9,26900,14470,12430,20149,10513,9636,458,253,205,3768,2137,1631,2525,1567,958,283822,147491,136331,251761,130040,121721,32061,17451,14610,11.3,11.83,10.72,285416,148387,137029,284396,147870,136526,15,4,11,988,503,485,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,7,4,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10052,6680,0.664544369
0.188,2.506,1,6108,61,610826,Suide Xian,87925,86554,1371,310880,159107,151773,104.83,303006,155507,147499,105.43,7874,3600,4274,84.23,3.5,310880,159107,151773,286157,146785,139372,17122,8684,8438,4060,2021,2039,3538,1615,1923,3,2,1,316050,163758,152292,286157,146785,139372,26352,15356,10996,3538,1615,1923,3,2,1,8.34,9.38,7.22,21182,10705,10477,14509,7322,7187,854,449,405,4926,2665,2261,893,269,624,307339,157490,149849,267040,136239,130801,40299,21251,19048,13.11,13.49,12.71,310880,159107,151773,310809,159074,151735,9,3,6,10,6,4,19,2,17,11,8,3,1,0,1,7,6,1,0,0,0,1,0,1,4,2,2,3,3,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2713,2146,0.791006266
0.118,2.514,1,6108,61,610827,Mizhi Xian,52149,51430,719,200626,103213,97413,105.95,197239,101441,95798,105.89,3387,1772,1615,109.72,3.84,200626,103213,97413,185689,95934,89755,9839,4692,5147,2087,1050,1037,3010,1536,1474,1,1,0,201934,105167,96767,185689,95934,89755,13234,7696,5538,3010,1536,1474,1,1,0,6.55,7.32,5.72,11926,5742,6184,7666,3596,4070,688,334,354,2699,1421,1278,873,391,482,197615,101676,95939,175088,89164,85924,22527,12512,10015,11.4,12.31,10.44,200626,103213,97413,200565,103203,97362,8,1,7,6,3,3,5,1,4,3,0,3,2,0,2,29,3,26,0,0,0,0,0,0,2,0,2,3,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,1298,0.761737089
0.21,2.571,1,6108,61,610828,Jia Xian,65539,65141,398,238496,124125,114371,108.53,236769,123212,113557,108.5,1727,913,814,112.16,3.63,238496,124125,114371,232887,121244,111643,3253,1613,1640,835,507,328,1520,761,759,1,0,1,242494,127007,115487,232887,121244,111643,8086,5002,3084,1520,761,759,1,0,1,3.33,3.94,2.67,4088,2120,1968,2649,1323,1326,218,112,106,721,416,305,500,269,231,236975,123364,113611,219766,113323,106443,17209,10041,7168,7.26,8.14,6.31,238496,124125,114371,238424,124110,114314,13,7,6,2,0,2,31,1,30,4,1,3,2,0,2,8,3,5,0,0,0,0,0,0,1,1,0,9,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3016,494,0.163793103
0.044,1.05,1,6108,61,610829,Wubao Xian,20913,20761,152,72781,37642,35139,107.12,72155,37235,34920,106.63,626,407,219,185.84,3.48,72781,37642,35139,68709,35657,33052,2778,1348,1430,318,177,141,975,460,515,1,0,1,75027,39253,35774,68709,35657,33052,5342,3136,2206,975,460,515,1,0,1,7.12,7.99,6.17,3096,1525,1571,2374,1152,1222,119,59,60,391,243,148,212,71,141,71805,37182,34623,62382,31697,30685,9423,5485,3938,13.12,14.75,11.37,72781,37642,35139,72732,37638,35094,4,3,1,1,0,1,31,0,31,0,0,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,557,0.889776358
0.192,2.516,1,6108,61,610830,Qingjian Xian,49018,48591,427,176644,92196,84448,109.17,174331,90889,83442,108.92,2313,1307,1006,129.92,3.59,176644,92196,84448,169395,88531,80864,5289,2614,2675,1562,836,726,398,215,183,0,0,0,185599,98397,87202,169395,88531,80864,15806,9651,6155,398,215,183,0,0,0,8.52,9.81,7.06,6851,3450,3401,4316,2074,2242,217,111,106,1735,1024,711,583,241,342,176246,91981,84265,157156,81438,75718,19090,10543,8547,10.83,11.46,10.14,176644,92196,84448,176636,92193,84443,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,1144,0.414642987
0.208,2.508,1,6108,61,610831,Zizhou Xian,63745,63093,652,248619,127858,120761,105.88,244582,125751,118831,105.82,4037,2107,1930,109.17,3.88,248619,127858,120761,236567,121736,114831,8119,4109,4010,3237,1647,1590,693,365,328,3,1,2,256538,134240,122298,236567,121736,114831,19275,12138,7137,693,365,328,3,1,2,7.51,9.04,5.84,11356,5756,5600,8311,4185,4126,339,193,146,2303,1098,1205,403,280,123,247923,127492,120431,228676,116284,112392,19247,11208,8039,7.76,8.79,6.68,248619,127858,120761,248608,127855,120753,1,1,0,2,0,2,1,0,1,4,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,1000,0.333778371
0.348,3.805,1,6109,61,610902,Hanbin Qu,238085,232411,5674,843426,443270,400156,110.77,812357,425928,386429,110.22,31069,17342,13727,126.33,3.5,843426,443270,400156,792111,416741,375370,34211,17830,16381,14397,7318,7079,2690,1366,1324,17,15,2,882435,471532,410903,792111,416741,375370,87617,53410,34207,2690,1366,1324,17,15,2,9.93,11.33,8.32,48608,25148,23460,12896,6538,6358,12805,6428,6377,4736,2478,2258,18171,9704,8467,840719,441889,398830,678960,356927,322033,161759,84962,76797,19.24,19.23,19.26,843426,443270,400156,829562,436368,393194,105,41,64,13387,6684,6703,10,4,6,6,3,3,23,10,13,17,10,7,32,20,12,8,1,7,16,6,10,185,88,97,8,5,3,3,2,1,0,0,0,37,14,23,2,0,2,0,0,0,0,0,0,4,2,2,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5010,6460,1.289421158
0.129,1.979,1,6109,61,610921,Hanyin Xian,73932,73642,290,240359,128517,111842,114.91,239280,127766,111514,114.57,1079,751,328,228.96,3.25,240359,128517,111842,235996,126131,109865,3870,2120,1750,174,104,70,319,162,157,0,0,0,273183,149111,124072,235996,126131,109865,36868,22818,14050,319,162,157,0,0,0,13.5,15.3,11.32,4044,2224,1820,2643,1385,1258,287,158,129,730,458,272,384,223,161,240040,128355,111685,217642,115685,101957,22398,12670,9728,9.33,9.87,8.71,240359,128517,111842,240126,128410,111716,4,2,2,206,98,108,5,2,3,1,0,1,4,1,3,1,1,0,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,1179,0.636609071
0.144,1.917,1,6109,61,610922,Shiquan Xian,48388,48134,254,159503,86419,73084,118.25,157758,85154,72604,117.29,1745,1265,480,263.54,3.28,159503,86419,73084,154171,83339,70832,4232,2291,1941,743,602,141,355,186,169,2,1,1,171709,93685,78024,154171,83339,70832,17181,10159,7022,355,186,169,2,1,1,10.01,10.84,9,4975,2893,2082,2753,1404,1349,206,115,91,903,589,314,1113,785,328,159146,86232,72914,134937,73267,61670,24209,12965,11244,15.21,15.04,15.42,159503,86419,73084,159102,86204,72898,8,6,2,311,155,156,3,1,2,4,2,2,5,2,3,2,1,1,5,3,2,3,1,2,5,3,2,20,15,5,11,8,3,0,0,0,0,0,0,19,17,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,1316,0.631477927
0.353,3.476,1,6109,61,610923,Ningshan Xian,21233,21071,162,75778,41874,33904,123.51,74038,40570,33468,121.22,1740,1304,436,299.08,3.51,75778,41874,33904,70899,38768,32131,4477,2825,1652,201,149,52,201,132,69,0,0,0,72092,39447,32645,70899,38768,32131,992,547,445,201,132,69,0,0,0,1.38,1.39,1.36,4678,2974,1704,1865,1031,834,111,72,39,1872,1310,562,830,561,269,75577,41742,33835,64259,35325,28934,11318,6417,4901,14.98,15.37,14.48,75778,41874,33904,73136,40440,32696,7,3,4,2587,1403,1184,0,0,0,1,1,0,2,0,2,1,1,0,1,1,0,3,3,0,1,0,1,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5098,424,0.083169871
0.212,2.684,1,6109,61,610924,Ziyang Xian,83836,83645,191,285018,152830,132188,115.62,284234,152269,131965,115.39,784,561,223,251.57,3.4,285018,152830,132188,278918,149428,129490,4949,2853,2096,163,91,72,986,456,530,2,2,0,323777,177579,146198,278918,149428,129490,43871,27693,16178,986,456,530,2,2,0,13.55,15.59,11.07,5112,2944,2168,3677,2052,1625,130,79,51,508,299,209,797,514,283,284030,152372,131658,256934,137122,119812,27096,15250,11846,9.54,10.01,9,285018,152830,132188,282911,151664,131247,14,6,8,2062,1146,916,2,0,2,0,0,0,4,1,3,3,2,1,5,4,1,3,1,2,1,1,0,5,3,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059,384,0.125531219
0.188,2.18,1,6109,61,610925,Langao Xian,43927,43501,426,148311,81078,67233,120.59,145405,79170,66235,119.53,2906,1908,998,191.18,3.34,148311,81078,67233,142701,77943,64758,4972,2784,2188,256,148,108,381,202,179,1,1,0,162204,90160,72044,142701,77943,64758,19121,12014,7107,381,202,179,1,1,0,11.79,13.33,9.86,5228,2932,2296,3353,1747,1606,357,211,146,404,221,183,1114,753,361,147929,80875,67054,131285,71229,60056,16644,9646,6998,11.25,11.93,10.44,148311,81078,67233,147557,80670,66887,19,10,9,706,381,325,6,3,3,1,0,1,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,1006,0.372316802
0.253,2.759,1,6109,61,610926,Pingli Xian,60857,60320,537,201392,107446,93946,114.37,198969,106022,92947,114.07,2423,1424,999,142.54,3.3,201392,107446,93946,195767,104204,91563,5058,2944,2114,187,105,82,379,192,187,1,1,0,220573,120450,100123,195767,104204,91563,24426,16053,8373,379,192,187,1,1,0,11.07,13.33,8.36,5245,3049,2196,3832,2180,1652,72,39,33,468,277,191,873,553,320,201012,107253,93759,177974,94471,83503,23038,12782,10256,11.46,11.92,10.94,201392,107446,93946,200699,107114,93585,13,2,11,657,320,337,2,1,1,0,0,0,4,3,1,0,0,0,1,0,1,2,1,1,1,0,1,6,2,4,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643,597,0.163875926
0.143,1.896,1,6109,61,610927,Zhenping Xian,15116,14994,122,53719,28791,24928,115.5,52924,28149,24775,113.62,795,642,153,419.61,3.53,53719,28791,24928,51241,27247,23994,2226,1360,866,168,132,36,84,52,32,0,0,0,55591,30020,25571,51241,27247,23994,4266,2721,1545,84,52,32,0,0,0,7.67,9.06,6.04,2394,1492,902,1186,649,537,124,91,33,78,49,29,1006,703,303,53635,28739,24896,46892,24949,21943,6743,3790,2953,12.57,13.19,11.86,53719,28791,24928,53706,28787,24919,1,0,1,9,2,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,98,0.047642197
0.343,3.032,1,6109,61,610928,Xunyang Xian,121915,121339,576,426173,226934,199239,113.9,421840,224027,197813,113.25,4333,2907,1426,203.86,3.48,426173,226934,199239,417634,221939,195695,7524,4449,3075,273,164,109,742,382,360,0,0,0,442638,238542,204096,417634,221939,195695,24262,16221,8041,742,382,360,0,0,0,5.48,6.8,3.94,7797,4613,3184,5196,2871,2325,263,162,101,1080,742,338,1258,838,420,425431,226552,198879,392706,207607,185099,32725,18945,13780,7.69,8.36,6.93,426173,226934,199239,424442,226041,198401,24,12,12,1659,856,803,1,1,0,2,0,2,4,1,3,1,0,1,1,1,0,0,0,0,1,1,0,25,14,11,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939,1575,0.318890464
0.139,1.661,1,6109,61,610929,Baihe Xian,51129,51069,60,180235,95724,84511,113.27,179842,95442,84400,113.08,393,282,111,254.05,3.52,180235,95724,84511,177331,94245,83086,2453,1272,1181,53,28,25,398,179,219,0,0,0,201611,109982,91629,177331,94245,83086,23882,15558,8324,398,179,219,0,0,0,11.85,14.15,9.08,2506,1300,1206,1658,784,874,137,93,44,258,188,70,453,235,218,179837,95545,84292,165082,87236,77846,14755,8309,6446,8.2,8.7,7.65,180235,95724,84511,180051,95615,84436,28,18,10,138,80,58,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,4,2,2,5,4,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,196,0.098
0.26,2.569,1,6125,61,612501,Shangzhou Shi,145133,141893,3240,530883,279160,251723,110.9,500148,259847,240301,108.13,30735,19313,11422,169.09,3.52,530883,279160,251723,514167,268625,245542,11775,7712,4063,1379,865,514,3553,1949,1604,9,9,0,544984,287323,257661,514167,268625,245542,27255,16740,10515,3553,1949,1604,9,9,0,5,5.83,4.08,13154,8577,4577,5842,3519,2323,1763,1022,741,1712,981,731,3837,3055,782,527321,277202,250119,450767,233145,217622,76554,44057,32497,14.52,15.89,12.99,530883,279160,251723,530657,279034,251623,15,10,5,102,53,49,10,6,4,3,3,0,11,7,4,9,5,4,7,3,4,2,1,1,5,2,3,42,24,18,10,5,5,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,6318,1.689304813
0.279,3.232,1,6125,61,612522,Luonan Xian,124977,119381,5596,455183,239735,215448,111.27,425786,219385,206401,106.29,29397,20350,9047,224.94,3.57,455183,239735,215448,438129,228723,209406,9585,6460,3125,6736,4210,2526,729,339,390,4,3,1,455502,239573,215929,438129,228723,209406,16640,10508,6132,729,339,390,4,3,1,3.65,4.39,2.84,16321,10670,5651,13251,8507,4744,18,7,11,1986,1391,595,1066,765,301,454450,239393,215057,417388,216007,201381,37062,23386,13676,8.16,9.77,6.36,455183,239735,215448,455080,239676,215404,55,34,21,21,14,7,4,1,3,8,4,4,0,0,0,2,1,1,1,0,1,2,2,0,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,2587,0.645942572
