AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.148,2.066,1,1101,11,110109,Mentougou Qu,89491,86818,2673,266591,138307,128284,107.81,256102,129361,126741,102.07,10489,8946,1543,579.78,2.95,266591,138307,128284,182707,95383,87324,79932,40774,39158,1300,824,476,2608,1304,1304,44,22,22,202942,105297,97645,182707,95383,87324,17583,8588,8995,2608,1304,1304,44,22,22,8.66,8.16,9.21,81232,41598,39634,0,0,0,50310,24272,26038,696,287,409,30226,17039,13187,263939,136981,126958,103029,51969,51060,160910,85012,75898,60.96,62.06,59.78,266591,138307,128284,263108,136548,126560,319,161,158,894,460,434,1,0,1,6,4,2,73,46,27,7,4,3,32,12,20,5,2,3,83,31,52,1950,977,973,7,6,1,5,4,1,5,3,2,66,40,26,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,3,0,3,2,1,1,6,3,3,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,9412,4.427093133
0.215,2.333,1,1101,11,110111,Fangshan Qu,248057,236802,11255,814367,422230,392137,107.67,753256,375799,377457,99.56,61111,46431,14680,316.29,3.18,814367,422230,392137,671197,336390,334807,126785,76334,50451,6309,4615,1694,9904,4810,5094,172,81,91,703974,351529,352445,671197,336390,334807,22701,10248,12453,9904,4810,5094,172,81,91,3.22,2.92,3.53,133094,80949,52145,0,0,0,49500,25615,23885,2670,1525,1145,80924,53809,27115,804291,417339,386952,533018,272378,260640,271273,144961,126312,33.73,34.73,32.64,814367,422230,392137,792302,409657,382645,1344,805,539,6217,3186,3031,34,14,20,29,16,13,200,117,83,72,28,44,128,55,73,89,48,41,316,139,177,13097,7831,5266,29,14,15,21,14,7,34,30,4,310,197,113,4,2,2,0,0,0,1,1,0,1,0,1,2,0,2,1,1,0,9,9,0,0,0,0,0,0,0,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,11,7,4,13,4,9,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,8,4,4,56,31,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3091,35561,11.50469104
0.098,1.663,1,1101,11,110112,Tongzhou Qu,213000,205049,7951,673952,339349,334603,101.42,630961,311721,319240,97.64,42991,27628,15363,179.83,3.08,673952,339349,334603,503193,246207,256986,159393,86645,72748,5800,3815,1985,5467,2629,2838,99,53,46,523542,255465,268077,503193,246207,256986,14783,6576,8207,5467,2629,2838,99,53,46,2.82,2.57,3.06,165193,90460,74733,0,0,0,79964,40501,39463,11503,5983,5520,73726,43976,29750,668386,336667,331719,454590,223415,231175,213796,113252,100544,31.99,33.64,30.31,673952,339349,334603,647745,326389,321356,980,417,563,19218,9677,9541,46,23,23,112,63,49,142,70,72,53,22,31,255,102,153,39,15,24,840,403,437,4151,1990,2161,36,12,24,16,7,9,17,5,12,160,83,77,3,1,2,7,4,3,2,1,1,5,2,3,0,0,0,4,3,1,8,6,2,7,3,4,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,25,18,7,16,8,8,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,20,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,4,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,1412,33816,23.9490085
0.107,1.416,1,1101,11,110113,Shunyi Qu,189549,179649,9900,636479,325122,311357,104.42,585370,291280,294090,99.04,51109,33842,17267,195.99,3.26,636479,325122,311357,463237,229101,234136,160808,88320,72488,6339,4620,1719,5969,3065,2904,126,16,110,488387,240375,248012,463237,229101,234136,19055,8193,10862,5969,3065,2904,126,16,110,3.9,3.41,4.38,167147,92940,74207,0,0,0,65238,33252,31986,3765,2170,1595,98144,57518,40626,630384,322041,308343,499429,250448,248981,130955,71593,59362,20.77,22.23,19.25,636479,325122,311357,618526,315995,302531,1027,494,533,3822,1948,1874,28,19,9,27,16,11,142,75,67,54,21,33,597,233,364,17,13,4,512,240,272,11047,5693,5354,14,8,6,36,23,13,85,42,43,496,273,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14,9,5,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,4,2,2,7,5,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,38318,24.84954604
0.142,1.831,1,1101,11,110114,Changping Qu,193079,171034,22045,614821,328384,286437,114.64,495923,248876,247047,100.74,118898,79508,39390,201.85,2.9,614821,328384,286437,379283,189890,189393,218560,126735,91825,11825,8961,2864,4952,2695,2257,201,103,98,401910,200218,201692,379283,189890,189393,17474,7530,9944,4952,2695,2257,201,103,98,4.35,3.76,4.93,230385,135696,94689,0,0,0,72986,37037,35949,4409,2388,2021,152990,96271,56719,609668,325586,284082,354206,187732,166474,255462,137854,117608,41.9,42.34,41.4,614821,328384,286437,595099,318377,276722,1673,745,928,8946,4564,4382,59,35,24,121,60,61,177,97,80,108,54,54,290,143,147,64,29,35,1087,531,556,6510,3383,3127,67,34,33,59,31,28,36,18,18,270,152,118,5,3,2,22,10,12,6,2,4,30,16,14,0,0,0,1,0,1,16,10,6,4,4,0,3,0,3,8,7,1,2,2,0,3,3,0,1,0,1,1,1,0,9,2,7,41,21,20,3,1,2,4,1,3,1,1,0,0,0,0,1,1,0,17,12,5,32,16,16,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,7,2,5,22,10,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,1,1,5,1,4,0,0,0,0,0,0,2050,36258,17.68682927
0.106,1.886,1,1102,11,110224,Daxing  Xian,191060,180621,10439,671444,350691,320753,109.33,602419,301974,300445,100.51,69025,48717,20308,239.89,3.34,671444,350691,320753,489275,246182,243093,167921,96756,71165,7254,4366,2888,6921,3353,3568,73,34,39,507797,254433,253364,489275,246182,243093,11528,4864,6664,6921,3353,3568,73,34,39,2.27,1.91,2.63,175175,101122,74053,19200,9400,9800,0,0,0,41553,22029,19524,114422,69693,44729,664450,347304,317146,464142,237892,226250,200308,109412,90896,30.15,31.5,28.66,671444,350691,320753,645734,337346,308388,1081,518,563,15764,7962,7802,61,30,31,29,17,12,191,78,113,51,20,31,94,46,48,42,17,25,610,294,316,7195,4036,3159,59,31,28,25,14,11,19,12,7,323,181,142,2,2,0,2,1,1,4,0,4,11,4,7,4,1,3,0,0,0,9,5,4,1,1,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,4,1,3,15,12,3,23,13,10,9,5,4,5,2,3,0,0,0,4,1,3,1,1,0,5,2,3,36,18,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,7,3,4,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1531,32466,21.20574788
0.1,1.375,1,1102,11,110226,Pinggu  Xian,115397,113163,2234,396701,197646,199055,99.29,385248,192303,192945,99.67,11453,5343,6110,87.45,3.4,396701,197646,199055,355166,177399,177767,36976,17946,19030,1322,633,689,3229,1668,1561,8,0,8,368352,184107,184245,355166,177399,177767,9949,5040,4909,3229,1668,1561,8,0,8,2.7,2.74,2.66,38298,18579,19719,19898,9905,9993,0,0,0,2514,1465,1049,15886,7209,8677,393464,195978,197486,301851,147773,154078,91613,48205,43408,23.28,24.6,21.98,396701,197646,199055,394019,196730,197289,424,123,301,89,35,54,10,3,7,4,3,1,62,19,43,60,21,39,554,98,456,14,3,11,40,16,24,1257,542,715,23,6,17,42,13,29,3,1,2,76,25,51,0,0,0,0,0,0,2,0,2,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,13745,9.505532503
0.226,3.329,1,1102,11,110227,Huairou Xian,99224,95267,3957,296002,152357,143645,106.06,278700,140436,138264,101.57,17302,11921,5381,221.54,2.93,296002,152357,143645,219636,111149,108487,70550,38059,32491,2257,1408,849,3508,1728,1780,51,13,38,240230,121300,118930,219636,111149,108487,17035,8410,8625,3508,1728,1780,51,13,38,7.09,6.93,7.25,72807,39467,33340,29578,14566,15012,0,0,0,6276,3468,2808,36953,21433,15520,292443,150616,141827,204587,103842,100745,87856,46774,41082,30.04,31.06,28.97,296002,152357,143645,272906,141045,131861,737,296,441,272,158,114,6,3,3,21,13,8,321,172,149,25,11,14,417,239,178,14,4,10,126,66,60,20503,10044,10459,11,6,5,34,17,17,6,2,4,522,240,282,3,0,3,0,0,0,7,2,5,17,10,7,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,10,3,7,8,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,14,10,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,3256,14628,4.492628993
0.234,2.702,1,1102,11,110228,Miyun Xian,137729,135062,2667,420019,210890,209129,100.84,407628,203728,203900,99.92,12391,7162,5229,136.97,3.02,420019,210890,209129,360376,179935,180441,52563,26968,25595,3898,2419,1479,3139,1537,1602,43,31,12,385794,193604,192190,360376,179935,180441,22236,12101,10135,3139,1537,1602,43,31,12,5.76,6.25,5.27,56461,29387,27074,31016,15592,15424,0,0,0,5379,3017,2362,20066,10778,9288,416837,209322,207515,319702,158010,161692,97135,51312,45823,23.3,24.51,22.08,420019,210890,209129,396313,199180,197133,703,313,390,4103,2102,2001,22,11,11,29,15,14,75,29,46,54,26,28,177,84,93,4,1,3,101,47,54,18290,9034,9256,11,2,9,7,2,5,2,0,2,75,26,49,0,0,0,0,0,0,2,1,1,1,0,1,8,3,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,12,6,6,10,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3366,17166,5.099821747
0.213,2.567,1,1102,11,110229,Yanqing  xian,90666,89104,1562,275433,142031,133402,106.47,265100,134175,130925,102.48,10333,7856,2477,317.16,2.98,275433,142031,133402,240509,122663,117846,26506,13767,12739,2584,1846,738,5812,3747,2065,22,8,14,259416,133028,126388,240509,122663,117846,13073,6610,6463,5812,3747,2065,22,8,14,5.04,4.97,5.11,29090,15613,13477,12260,5774,6486,0,0,0,2703,1368,1335,14127,8471,5656,269599,138276,131323,208464,104954,103510,61135,33322,27813,22.68,24.1,21.18,275433,142031,133402,265527,136617,128910,230,88,142,383,206,177,4,3,1,14,9,5,18,8,10,15,8,7,25,11,14,3,1,2,65,31,34,9068,5008,4060,3,2,1,4,2,2,2,2,0,61,31,30,2,0,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3066,11908,3.883887802
0.001,0.142,1,1201,12,120101,Heping Qu,105337,102265,3072,310368,152798,157570,96.97,291210,139893,151317,92.45,19158,12905,6253,206.38,2.85,310368,152798,157570,246341,118169,128172,56228,29059,27169,6089,4711,1378,777,422,355,933,437,496,305207,145151,160056,246341,118169,128172,57156,26123,31033,777,422,355,933,437,496,18.73,18,19.39,62317,33770,28547,176,111,65,42773,20698,22075,784,421,363,18584,12540,6044,308658,151939,156719,15301,10844,4457,293357,141095,152262,95.04,92.86,97.16,310368,152798,157570,300569,148049,152520,498,233,265,6893,3314,3579,33,17,16,69,48,21,51,30,21,34,13,21,73,41,32,16,6,10,260,106,154,1716,867,849,7,2,5,8,4,4,3,0,3,41,17,24,2,0,2,0,0,0,3,1,2,1,0,1,0,0,0,2,2,0,2,0,2,10,3,7,0,0,0,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,1,0,1,25,11,14,0,0,0,2,2,0,0,0,0,10,8,2,0,0,0,2,1,1,18,12,6,0,0,0,0,0,0,1,1,0,0,0,0,5,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,819,63
0.006,0.32,1,1201,12,120102,Hedong Qu,244033,239825,4208,720247,363922,356325,102.13,684498,338864,345634,98.04,35749,25058,10691,234.38,2.85,720247,363922,356325,502085,253154,248931,205443,102626,102817,10417,6911,3506,1874,1009,865,428,222,206,542279,272615,269664,502085,253154,248931,37892,18230,19662,1874,1009,865,428,222,206,6.99,6.69,7.29,215860,109537,106323,804,330,474,165408,81198,84210,12757,6189,6568,36891,21820,15071,717945,362691,355254,28787,17767,11020,689158,344924,344234,95.99,95.1,96.9,720247,363922,356325,704388,356181,348207,1065,467,598,10688,5228,5460,37,19,18,84,58,26,57,36,21,94,40,54,108,53,55,20,14,6,611,281,330,2782,1386,1396,49,24,25,10,5,5,13,7,6,64,35,29,0,0,0,3,1,2,3,0,3,10,5,5,2,1,1,0,0,0,10,9,1,4,1,3,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,8,1,7,40,18,22,4,3,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,48,26,22,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,19,10,9,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,79,4897,61.98734177
0.002,0.197,1,1201,12,120103,Hexi Qu,257762,248410,9352,779131,397913,381218,104.38,706341,347673,358668,96.93,72790,50240,22550,222.79,2.84,779131,397913,381218,537239,268773,268466,217318,111560,105758,18610,14351,4259,4770,2660,2110,1194,569,625,625213,316773,308440,537239,268773,268466,82010,44771,37239,4770,2660,2110,1194,569,625,13.12,14.13,12.07,235928,125911,110017,399,196,203,169855,82309,87546,5504,2675,2829,60170,40731,19439,773167,394684,378483,57820,39767,18053,715347,354917,360430,92.52,89.92,95.23,779131,397913,381218,759853,388482,371371,981,463,518,11930,5887,6043,23,12,11,98,67,31,64,31,33,62,25,37,214,108,106,50,14,36,1557,643,914,3791,1923,1868,29,14,15,31,16,15,22,7,15,122,65,57,2,0,2,3,2,1,2,0,2,8,4,4,1,1,0,4,2,2,15,9,6,3,1,2,0,0,0,13,10,3,0,0,0,10,3,7,2,1,1,2,0,2,36,17,19,52,21,31,7,5,2,3,2,1,5,3,2,15,15,0,1,0,1,15,9,6,65,36,29,0,0,0,0,0,0,5,2,3,3,3,0,0,0,0,10,2,8,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,0,2,0,0,0,0,0,0,4,2,2,32,2005,62.65625
0.003,0.218,1,1201,12,120104,Nankai Qu,277871,262363,15508,860104,436525,423579,103.06,760485,374566,385919,97.06,99619,61959,37660,164.52,2.9,860104,436525,423579,572269,288538,283731,269288,136044,133244,14984,10129,4855,2846,1455,1391,717,359,358,625931,314996,310935,572269,288538,283731,50099,24644,25455,2846,1455,1391,717,359,358,8,7.82,8.19,284272,146173,138099,808,408,400,215864,104580,111284,6555,3200,3355,61045,37985,23060,856541,434711,421830,59647,36769,22878,796894,397942,398952,93.04,91.54,94.58,860104,436525,423579,833492,423458,410034,1440,659,781,18571,9054,9517,108,52,56,189,125,64,114,71,43,76,35,41,201,125,76,26,16,10,1156,489,667,4150,2101,2049,49,27,22,36,25,11,37,24,13,211,143,68,7,3,4,14,12,2,5,4,1,9,5,4,1,1,0,4,1,3,10,6,4,5,3,2,0,0,0,1,0,1,0,0,0,4,4,0,2,2,0,1,1,0,13,7,6,78,30,48,5,4,1,2,1,1,0,0,0,0,0,0,3,0,3,3,3,0,49,24,25,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,6,1,5,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,39,2454,62.92307692
0.004,0.276,1,1201,12,120105,Hebei Qu,212007,206978,5029,633603,320129,313474,102.12,599846,296291,303555,97.61,33757,23838,9919,240.33,2.9,633603,320129,313474,411708,205513,206195,212414,108336,104078,7411,5211,2200,1868,972,896,202,97,105,441855,220287,221568,411708,205513,206195,28077,13705,14372,1868,972,896,202,97,105,6.35,6.22,6.49,219825,113547,106278,2000,1010,990,177875,87913,89962,4774,2306,2468,35176,22318,12858,631533,319060,312473,31455,20095,11360,600078,298965,301113,95.02,93.7,96.36,633603,320129,313474,615038,311051,303987,895,335,560,13720,6721,6999,686,330,356,63,29,34,47,25,22,50,23,27,103,53,50,27,17,10,318,171,147,2419,1233,1186,14,3,11,19,12,7,4,4,0,92,63,29,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,7,5,2,5,3,2,2,0,2,0,0,0,3,2,1,0,0,0,3,0,3,0,0,0,0,0,0,6,4,2,29,17,12,1,0,1,3,1,2,0,0,0,1,0,1,0,0,0,1,0,1,25,15,10,0,0,0,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,53,3310,62.45283019
0.003,0.247,1,1201,12,120106,Hongqiao Qu,179974,175262,4712,527013,267141,259872,102.8,497648,245533,252115,97.39,29365,21608,7757,278.56,2.84,527013,267141,259872,357330,178632,178698,159981,82228,77753,7735,5249,2486,1703,908,795,264,124,140,405554,201715,203839,357330,178632,178698,46257,22051,24206,1703,908,795,264,124,140,11.41,10.93,11.88,167716,87477,80239,433,202,231,128803,62976,65827,2633,1281,1352,35847,23018,12829,525046,266109,258937,26548,16704,9844,498498,249405,249093,94.94,93.72,96.2,527013,267141,259872,484562,246294,238268,498,200,298,39723,19473,20250,31,11,20,142,77,65,35,16,19,28,13,15,58,24,34,13,6,7,157,71,86,1650,892,758,6,2,4,3,1,2,9,4,5,54,30,24,0,0,0,8,3,5,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3123,62.46
0.069,1.608,1,1201,12,120107,Tanggu Qu,183515,173474,10041,552610,289378,263232,109.93,506279,253778,252501,100.51,46331,35600,10731,331.75,2.92,552610,289378,263232,397470,204783,192687,143806,77494,66312,8067,5489,2578,3108,1523,1585,159,89,70,424222,216891,207331,397470,204783,192687,23485,10496,12989,3108,1523,1585,159,89,70,5.54,4.84,6.26,151873,82983,68890,197,83,114,63336,30530,32806,4389,1993,2396,83951,50377,33574,549343,287766,261577,137807,76706,61101,411536,211060,200476,74.91,73.34,76.64,552610,289378,263232,537838,282136,255702,605,294,311,10804,5274,5530,20,10,10,38,26,12,64,32,32,49,22,27,71,41,30,15,5,10,908,410,498,1923,974,949,42,23,19,4,4,0,16,4,12,137,89,48,0,0,0,2,1,1,5,2,3,1,0,1,1,1,0,1,1,0,10,5,5,0,0,0,1,0,1,3,2,1,0,0,0,4,3,1,0,0,0,0,0,0,7,4,3,8,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,984,22419,22.78353659
0.035,0.94,1,1201,12,120108,Hangu Qu,56675,56134,541,173723,87064,86659,100.47,171211,85729,85482,100.29,2512,1335,1177,113.42,3.05,173723,87064,86659,143199,72641,70558,27450,12937,14513,910,394,516,2073,1039,1034,91,53,38,155271,77886,77385,143199,72641,70558,9908,4153,5755,2073,1039,1034,91,53,38,6.38,5.33,7.44,28360,13331,15029,1089,510,579,18500,8782,9718,1281,501,780,7490,3538,3952,171559,85972,85587,51643,25013,26630,119916,60959,58957,69.9,70.91,68.89,173723,87064,86659,172845,86644,86201,38,15,23,398,201,197,4,1,3,6,5,1,13,8,5,6,2,4,9,3,6,6,1,5,37,9,28,334,166,168,9,3,6,0,0,0,3,1,2,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,5747,11.22460938
0.099,1.687,1,1201,12,120109,Dagang Qu,130859,125407,5452,389664,200426,189238,105.91,364489,184266,180223,102.24,25175,16160,9015,179.26,2.91,389664,200426,189238,286183,148977,137206,95130,46510,48620,3850,2746,1104,4399,2134,2265,102,59,43,297444,154402,143042,286183,148977,137206,6760,3232,3528,4399,2134,2265,102,59,43,2.27,2.09,2.47,98980,49256,49724,179,87,92,20971,10251,10720,2200,956,1244,75630,37962,37668,385163,198233,186930,154004,75716,78288,231159,122517,108642,60.02,61.8,58.12,389664,200426,189238,378895,195060,183835,427,175,252,5801,2904,2897,41,24,17,23,13,10,146,78,68,15,8,7,95,51,44,37,18,19,683,359,324,2875,1392,1483,26,16,10,29,17,12,15,8,7,429,246,183,1,0,1,1,0,1,0,0,0,3,2,1,1,1,0,4,1,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,16,7,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,5,10,50,20,30,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1435,25298,17.62926829
0.049,1.055,1,1201,12,120110,Dongli Qu,141761,132807,8954,442224,228229,213995,106.65,400890,201767,199123,101.33,41334,26462,14872,177.93,3.02,442224,228229,213995,281094,142645,138449,150008,79285,70723,6812,4244,2568,4009,1895,2114,301,160,141,293925,148281,145644,281094,142645,138449,8521,3581,4940,4009,1895,2114,301,160,141,2.9,2.42,3.39,156820,83529,73291,389,199,190,79699,40024,39675,2991,1587,1404,73741,41719,32022,437914,226174,211740,259088,131824,127264,178826,94350,84476,40.84,41.72,39.9,442224,228229,213995,430172,222311,207861,443,191,252,7163,3578,3585,32,17,15,39,25,14,66,36,30,37,22,15,59,30,29,12,6,6,2457,1155,1302,1322,618,704,12,6,6,2,2,0,24,14,10,301,175,126,0,0,0,0,0,0,0,0,0,3,2,1,2,2,0,0,0,0,6,3,3,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2,0,0,0,3,2,1,18,11,7,11,4,7,2,0,2,2,2,0,0,0,0,0,0,0,1,0,1,4,3,1,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,20119,28.578125
